Date,Time,Precip,SWC,Stemp,Evapo,AirTemp,Solar
12/12/2010,10:00,0,0.139,0.595,0.165,8.89,0.341
12/12/2010,11:00,0,0.135,0.592,0.256,10.45,0.48
12/12/2010,12:00,0,0.133,0.823,0.32,11.77,0.565
12/12/2010,13:00,0,0.133,2.541,0.342,12.77,0.589
12/12/2010,14:00,0,0.134,4.625,0.32,13.35,0.547
12/12/2010,15:00,0,0.135,6.175,0.26,13.52,0.446
12/12/2010,16:00,0,0.137,7.022,0.161,13.5,0.295
12/12/2010,17:00,0,0.142,7.255,0.029,11.06,0.087
12/12/2010,18:00,0,0.146,6.895,-0.002,6.746,0.003
12/12/2010,19:00,0,0.15,6.073,-0.016,3.004,0
12/12/2010,20:00,0,0.151,5.142,-0.015,3.916,0
12/12/2010,21:00,0,0.151,4.277,-0.016,3.318,0
12/12/2010,22:00,0,0.152,3.513,-0.013,3.609,0
12/12/2010,23:00,0,0.152,2.847,-0.016,2.147,0
12/13/2010,0:00,0,0.152,2.338,-0.014,2.223,0
12/13/2010,1:00,0,0.151,1.949,-0.019,2.039,0
12/13/2010,2:00,0,0.151,1.635,-0.01,2.353,0
12/13/2010,3:00,0,0.151,1.377,-0.018,1.199,0
12/13/2010,4:00,0,0.151,1.157,-0.011,1.434,0
12/13/2010,5:00,0,0.151,0.969,-0.013,0.742,0
12/13/2010,6:00,0,0.15,0.793,-0.007,1.705,0
12/13/2010,7:00,0,0.15,0.635,-0.004,2.947,0
12/13/2010,8:00,0,0.15,0.491,-0.015,1.174,0.015
12/13/2010,9:00,0,0.144,0.373,0.049,6.167,0.171
12/13/2010,10:00,0,0.138,0.322,0.185,11.11,0.348
12/13/2010,11:00,0,0.134,0.32,0.286,13.14,0.488
12/13/2010,12:00,0,0.133,0.368,0.34,13.37,0.572
12/13/2010,13:00,0,0.132,1.116,0.366,15.18,0.594
12/13/2010,14:00,0,0.132,3.437,0.354,16.37,0.554
12/13/2010,15:00,0,0.133,5.318,0.296,16.38,0.457
12/13/2010,16:00,0,0.136,6.391,0.186,13.98,0.301
12/13/2010,17:00,0,0.141,6.714,0.028,11.46,0.09
12/13/2010,18:00,0,0.147,6.348,-0.012,6.01,0.003
12/13/2010,19:00,0,0.15,5.461,-0.015,4.521,0
12/13/2010,20:00,0,0.148,4.515,0.025,11.69,0
12/13/2010,21:00,0,0.145,3.792,0.024,12.15,0
12/13/2010,22:00,0,0.146,3.246,0.012,10.77,0
12/13/2010,23:00,0,0.145,2.706,0.059,11.7,0
12/14/2010,0:00,0,0.142,2.509,0.041,10.98,0
12/14/2010,1:00,0,0.145,2.402,0.019,9.85,0
12/14/2010,2:00,0,0.142,2.103,0.057,11.39,0
12/14/2010,3:00,0,0.142,2.052,0.053,11.64,0
12/14/2010,4:00,0,0.142,2.035,0.052,11.24,0
12/14/2010,5:00,0,0.146,1.926,0.003,5.298,0
12/14/2010,6:00,0,0.15,1.564,-0.004,4.511,0
12/14/2010,7:00,0,0.149,1.258,0.011,7.547,0
12/14/2010,8:00,0,0.143,1.058,0.05,10.68,0.015
12/14/2010,9:00,0,0.139,0.955,0.181,12.63,0.173
12/14/2010,10:00,0,0.136,0.975,0.291,14.52,0.349
12/14/2010,11:00,0,0.133,1.457,0.373,16.62,0.49
12/14/2010,12:00,0,0.132,2.689,0.436,17.14,0.577
12/14/2010,13:00,0,0.132,4.493,0.459,17.35,0.597
12/14/2010,14:00,0,0.133,6.23,0.46,17.46,0.594
12/14/2010,15:00,0,0.134,7.627,0.411,17.06,0.503
12/14/2010,16:00,0,0.136,8.45,0.286,15.84,0.268
12/14/2010,17:00,0,0.139,8.57,0.151,13.44,0.074
12/14/2010,18:00,0,0.141,8.23,0.066,11.82,0.004
12/14/2010,19:00,0,0.141,7.705,0.069,11.21,0
12/14/2010,20:00,0,0.141,7.215,0.068,10.63,0
12/14/2010,21:00,0,0.141,6.809,0.068,10.49,0
12/14/2010,22:00,0,0.141,6.454,0.07,10.41,0
12/14/2010,23:00,0,0.141,6.14,0.074,9.56,0
12/15/2010,0:00,0,0.141,5.856,0.074,9.77,0
12/15/2010,1:00,0,0.141,5.631,0.079,10.05,0
12/15/2010,2:00,0,0.14,5.511,0.086,10.3,0
12/15/2010,3:00,0,0.14,5.495,0.086,10.15,0
12/15/2010,4:00,0,0.14,5.494,0.079,9.82,0
12/15/2010,5:00,0,0.14,5.459,0.078,9.6,0
12/15/2010,6:00,0,0.14,5.415,0.071,9.63,0
12/15/2010,7:00,0,0.14,5.405,0.061,9.25,0
12/15/2010,8:00,0,0.14,5.374,0.054,8.43,0.009
12/15/2010,9:00,0,0.14,5.361,0.123,8.18,0.067
12/15/2010,10:00,0,0.141,5.409,0.091,6.082,0.082
12/15/2010,11:00,0.254,0.142,5.418,0.075,5.807,0.086
12/15/2010,12:00,0,0.142,5.43,0.118,6.486,0.195
12/15/2010,13:00,0,0.139,5.647,0.23,8.88,0.421
12/15/2010,14:00,0,0.14,6.188,0.154,8.21,0.196
12/15/2010,15:00,0,0.141,6.431,0.129,6.811,0.167
12/15/2010,16:00,0,0.141,6.424,0.098,6.495,0.129
12/15/2010,17:00,0,0.142,6.347,0.045,5.885,0.044
12/15/2010,18:00,0,0.142,6.137,0.011,5.682,0.001
12/15/2010,19:00,0,0.143,5.841,0.017,5.312,0
12/15/2010,20:00,0,0.142,5.574,0.019,5.31,0
12/15/2010,21:00,0,0.143,5.341,0.02,5.268,0
12/15/2010,22:00,0,0.143,5.107,0.021,5.178,0
12/15/2010,23:00,0,0.142,4.891,0.024,5.386,0
12/16/2010,0:00,0,0.143,4.71,0.014,5.073,0
12/16/2010,1:00,0,0.143,4.537,0.012,4.678,0
12/16/2010,2:00,0,0.142,4.396,0.016,4.978,0
12/16/2010,3:00,0,0.142,4.324,0.01,4.86,0
12/16/2010,4:00,0,0.142,4.282,0.011,4.72,0
12/16/2010,5:00,0,0.142,4.242,0.004,3.807,0
12/16/2010,6:00,0,0.143,4.159,0,2.894,0
12/16/2010,7:00,0,0.143,4.028,0.001,2.821,0
12/16/2010,8:00,0.254,0.144,3.921,-0.002,1.85,0.003
12/16/2010,9:00,0.762,0.145,3.832,0.013,1.839,0.025
12/16/2010,10:00,1.016,0.148,3.81,0.021,1.143,0.041
12/16/2010,11:00,1.016,0.151,3.704,0.03,0.442,0.064
12/16/2010,12:00,0,0.152,3.511,0.029,0.387,0.066
12/16/2010,13:00,0.254,0.152,3.364,0.036,0.489,0.083
12/16/2010,14:00,0.508,0.153,3.265,0.039,0.506,0.088
12/16/2010,15:00,2.032,0.153,3.201,0.04,0.556,0.091
12/16/2010,16:00,1.778,0.154,3.178,0.034,0.802,0.084
12/16/2010,17:00,0.762,0.156,3.159,0.009,0.772,0.039
12/16/2010,18:00,0.254,0.158,3.074,0.001,0.334,0.002
12/16/2010,19:00,0.254,0.159,2.918,0,0.36,0
12/16/2010,20:00,0.254,0.159,2.765,0,0.201,0
12/16/2010,21:00,0,0.16,2.621,0,0.069,0
12/16/2010,22:00,0,0.16,2.503,0,0.029,0
12/16/2010,23:00,0,0.161,2.414,0,0.042,0
12/17/2010,0:00,0,0.162,2.313,0,0.034,0
12/17/2010,1:00,0,0.163,2.252,0,0.062,0
12/17/2010,2:00,0,0.163,2.202,0,0.084,0
12/17/2010,3:00,0,0.163,2.123,0,-0.017,0
12/17/2010,4:00,0,0.164,2.053,0,-0.104,0
12/17/2010,5:00,0,0.164,2.01,0,-0.357,0
12/17/2010,6:00,0,0.165,1.969,0,-0.866,0
12/17/2010,7:00,0,0.167,1.885,0,-2.203,0
12/17/2010,8:00,0,0.166,1.755,0.002,-2.572,0.005
12/17/2010,9:00,0,0.164,1.629,0.016,-1.812,0.056
12/17/2010,10:00,1.27,0.16,1.536,0.059,0.998,0.136
12/17/2010,11:00,1.016,0.156,1.495,0.155,2.585,0.372
12/17/2010,12:00,0,0.157,1.666,0.156,2.569,0.357
12/17/2010,13:00,0,0.159,2.253,0.162,3.386,0.353
12/17/2010,14:00,0,0.161,3.142,0.128,3.645,0.269
12/17/2010,15:00,0,0.165,3.944,0.06,2.321,0.103
12/17/2010,16:00,0.254,0.168,4.184,0.038,0.49,0.092
12/17/2010,17:00,0,0.17,4.118,0.009,0.836,0.05
12/17/2010,18:00,0,0.173,3.928,0.002,0.381,0.003
12/17/2010,19:00,0,0.173,3.563,0.001,0.688,0
12/17/2010,20:00,0,0.173,3.285,0.002,1.062,0
12/17/2010,21:00,0,0.173,3.054,0.006,2.077,0
12/17/2010,22:00,0,0.174,2.853,0.008,2.322,0
12/17/2010,23:00,0,0.174,2.651,0.01,2.663,0
12/18/2010,0:00,0,0.174,2.469,0.012,2.72,0
12/18/2010,1:00,0,0.174,2.293,0.013,3.127,0
12/18/2010,2:00,0,0.174,2.234,0.011,3.2,0
12/18/2010,3:00,0,0.174,2.206,0.012,3.467,0
12/18/2010,4:00,0,0.174,2.185,0.011,3.446,0
12/18/2010,5:00,0,0.175,2.165,0.012,3.301,0
12/18/2010,6:00,0,0.175,2.132,0.016,3.618,0
12/18/2010,7:00,0,0.175,2.096,0.018,3.585,0
12/18/2010,8:00,0,0.175,2.035,0.02,3.981,0.016
12/18/2010,9:00,0,0.174,2.028,0.054,4.846,0.076
12/18/2010,10:00,0,0.173,2.226,0.101,5.288,0.218
12/18/2010,11:00,0,0.17,2.634,0.171,6.261,0.401
12/18/2010,12:00,0,0.168,3.425,0.239,7.062,0.568
12/18/2010,13:00,0,0.167,4.467,0.263,7.812,0.603
12/18/2010,14:00,0,0.167,5.542,0.252,8.48,0.544
12/18/2010,15:00,0,0.168,6.497,0.207,8.25,0.446
12/18/2010,16:00,0,0.171,7.149,0.108,7.478,0.233
12/18/2010,17:00,0,0.175,7.151,0.037,6.202,0.032
12/18/2010,18:00,0,0.176,6.691,0.002,6.079,0.002
12/18/2010,19:00,0,0.176,6.203,0.008,6.262,0
12/18/2010,20:00,0,0.175,5.799,0.008,6.253,0
12/18/2010,21:00,0,0.176,5.476,0.006,5.929,0
12/18/2010,22:00,0,0.176,5.2,-0.001,5.59,0
12/18/2010,23:00,0,0.176,4.945,0.001,5.414,0
12/19/2010,0:00,0,0.176,4.71,0.002,5.379,0
12/19/2010,1:00,0,0.176,4.535,-0.003,5.242,0
12/19/2010,2:00,0,0.177,4.371,-0.007,4.859,0
12/19/2010,3:00,0,0.177,4.158,-0.005,4.84,0
12/19/2010,4:00,0,0.177,3.932,0.002,5.109,0
12/19/2010,5:00,0,0.176,3.797,0.01,5.758,0
12/19/2010,6:00,0,0.176,3.724,0.01,5.959,0
12/19/2010,7:00,0,0.176,3.641,0.007,6.071,0
12/19/2010,8:00,0,0.176,3.573,0.008,6.183,0.008
12/19/2010,9:00,0,0.175,3.519,0.048,6.286,0.097
12/19/2010,10:00,0,0.172,3.642,0.136,7.476,0.309
12/19/2010,11:00,0,0.169,4.043,0.193,8.73,0.39
12/19/2010,12:00,0,0.169,4.771,0.233,8.94,0.489
12/19/2010,13:00,0,0.167,5.676,0.269,9.52,0.558
12/19/2010,14:00,0,0.171,6.645,0.165,8.35,0.3
12/19/2010,15:00,0,0.172,7.066,0.148,8.24,0.251
12/19/2010,16:00,0,0.173,7.126,0.111,7.641,0.141
12/19/2010,17:00,0,0.174,6.941,0.073,7.259,0.106
12/19/2010,18:00,0,0.175,6.596,0.029,7.094,0.003
12/19/2010,19:00,0,0.175,6.146,0.028,7.055,0
12/19/2010,20:00,0,0.175,5.786,0.03,7.17,0
12/19/2010,21:00,0,0.175,5.507,0.026,6.835,0
12/19/2010,22:00,0,0.174,5.263,0.029,7.025,0
12/19/2010,23:00,0,0.174,5.071,0.029,6.984,0
12/20/2010,0:00,0,0.174,4.943,0.027,6.73,0
12/20/2010,1:00,0,0.174,4.825,0.024,6.445,0
12/20/2010,2:00,0,0.174,4.697,0.018,6.034,0
12/20/2010,3:00,0,0.174,4.568,0.015,5.778,0
12/20/2010,4:00,0,0.174,4.469,0.02,6.426,0
12/20/2010,5:00,0,0.173,4.394,0.025,7.065,0
12/20/2010,6:00,0,0.173,4.361,0.027,7.007,0
12/20/2010,7:00,0,0.173,4.307,0.029,6.803,0
12/20/2010,8:00,0,0.173,4.235,0.027,6.792,0.005
12/20/2010,9:00,0,0.172,4.182,0.081,7.005,0.069
12/20/2010,10:00,0,0.17,4.215,0.144,7.536,0.259
12/20/2010,11:00,0,0.167,4.476,0.219,8.07,0.474
12/20/2010,12:00,0,0.167,5.087,0.24,8.53,0.493
12/20/2010,13:00,0,0.168,5.867,0.212,8.18,0.403
12/20/2010,14:00,0,0.168,6.503,0.193,8.35,0.347
12/20/2010,15:00,0,0.169,6.958,0.144,7.85,0.236
12/20/2010,16:00,0,0.17,7.106,0.109,7.765,0.148
12/20/2010,17:00,0,0.171,7.011,0.068,7.34,0.053
12/20/2010,18:00,0,0.172,6.717,0.024,6.961,0.003
12/20/2010,19:00,0,0.172,6.286,0.031,6.557,0
12/20/2010,20:00,0,0.172,5.85,0.033,6.237,0
12/20/2010,21:00,0,0.172,5.506,0.033,6.107,0
12/20/2010,22:00,0,0.172,5.194,0.032,6.026,0
12/20/2010,23:00,0,0.171,4.936,0.031,6.28,0
12/21/2010,0:00,0,0.171,4.759,0.033,6.512,0
12/21/2010,1:00,0,0.171,4.639,0.035,6.529,0
12/21/2010,2:00,0,0.17,4.515,0.038,6.789,0
12/21/2010,3:00,0,0.17,4.402,0.034,6.463,0
12/21/2010,4:00,0,0.17,4.29,0.029,6.121,0
12/21/2010,5:00,0,0.171,4.182,0.025,5.788,0
12/21/2010,6:00,0,0.17,4.061,0.03,5.836,0
12/21/2010,7:00,0,0.17,3.951,0.031,5.762,0
12/21/2010,8:00,0,0.17,3.849,0.029,5.647,0.004
12/21/2010,9:00,0,0.169,3.759,0.085,6.004,0.066
12/21/2010,10:00,0,0.167,3.799,0.152,7.032,0.263
12/21/2010,11:00,0,0.163,4.154,0.271,8.46,0.53
12/21/2010,12:00,0,0.162,5.011,0.263,8.52,0.509
12/21/2010,13:00,0,0.166,6.003,0.17,6.853,0.316
12/21/2010,14:00,0,0.167,6.565,0.149,6.475,0.275
12/21/2010,15:00,0,0.167,6.855,0.11,5.881,0.202
12/21/2010,16:00,0,0.168,6.971,0.068,5.118,0.101
12/21/2010,17:00,0,0.17,6.814,0.041,4.587,0.038
12/21/2010,18:00,0,0.17,6.44,0.018,5.297,0.002
12/21/2010,19:00,0,0.169,6.043,0.018,5.37,0
12/21/2010,20:00,0,0.169,5.719,0.024,4.879,0
12/21/2010,21:00,0,0.169,5.417,0.022,5.064,0
12/21/2010,22:00,0,0.168,5.188,0.016,5.145,0
12/21/2010,23:00,0,0.169,5.022,0.008,3.882,0
12/22/2010,0:00,0,0.169,4.846,0.001,3.627,0
12/22/2010,1:00,0,0.169,4.679,0.008,4.047,0
12/22/2010,2:00,0,0.168,4.543,0.009,4.414,0
12/22/2010,3:00,0,0.169,4.421,0.003,3.839,0
12/22/2010,4:00,0,0.169,4.245,0,3.463,0
12/22/2010,5:00,0,0.169,4.112,-0.003,3.171,0
12/22/2010,6:00,0,0.169,4.032,-0.004,3.055,0
12/22/2010,7:00,0,0.168,3.968,-0.002,3.556,0
12/22/2010,8:00,0,0.167,3.907,0.004,4.549,0.003
12/22/2010,9:00,0,0.167,3.922,0.025,4.421,0.05
12/22/2010,10:00,0,0.166,4.056,0.061,5.784,0.117
12/22/2010,11:00,0,0.164,4.434,0.119,7.944,0.177
12/22/2010,12:00,0,0.163,4.958,0.125,8.86,0.178
12/22/2010,13:00,0,0.159,5.659,0.332,11.1,0.598
12/22/2010,14:00,0,0.157,7.039,0.383,11.65,0.67
12/22/2010,15:00,0,0.157,8.62,0.328,11.5,0.582
12/22/2010,16:00,0,0.16,9.8,0.214,10.19,0.385
12/22/2010,17:00,0,0.165,10.02,0.065,8.22,0.094
12/22/2010,18:00,0,0.168,9.46,0.005,6.762,0.003
12/22/2010,19:00,0,0.168,8.67,0.002,5.898,0
12/22/2010,20:00,0,0.168,7.931,-0.009,5.11,0
12/22/2010,21:00,0,0.168,7.335,-0.004,4.493,0
12/22/2010,22:00,0.762,0.17,6.852,-0.007,3.374,0
12/22/2010,23:00,2.54,0.175,6.468,-0.007,2.894,0
12/23/2010,0:00,0.254,0.18,5.926,-0.014,0.385,0
12/23/2010,1:00,0,0.182,5.277,-0.019,0.173,0
12/23/2010,2:00,0,0.183,4.836,-0.014,0.163,0
12/23/2010,3:00,0,0.184,4.511,-0.013,0.178,0
12/23/2010,4:00,0,0.186,4.255,-0.006,0.256,0
12/23/2010,5:00,0,0.188,4.004,-0.017,-0.136,0
12/23/2010,6:00,0,0.189,3.774,-0.02,-0.6,0
12/23/2010,7:00,0,0.189,3.536,-0.021,-1.044,0
12/23/2010,8:00,0,0.188,3.324,-0.021,-0.574,0.003
12/23/2010,9:00,0,0.188,3.159,0.014,-0.416,0.027
12/23/2010,10:00,0,0.187,3.056,0.051,0.617,0.142
12/23/2010,11:00,0.254,0.185,3.053,0.125,1.549,0.358
12/23/2010,12:00,4.064,0.184,3.24,0.152,2,0.429
12/23/2010,13:00,0.508,0.187,3.719,0.195,2.889,0.565
12/23/2010,14:00,0,0.191,4.686,0.19,3.224,0.54
12/23/2010,15:00,0,0.192,5.617,0.162,4.014,0.44
12/23/2010,16:00,0,0.195,6.079,0.105,3.713,0.299
12/23/2010,17:00,0,0.199,6.028,0.02,2.249,0.092
12/23/2010,18:00,0,0.201,5.549,-0.009,0.996,0.003
12/23/2010,19:00,0,0.201,4.896,-0.009,0.78,0
12/23/2010,20:00,0,0.202,4.287,-0.009,0.543,0
12/23/2010,21:00,0,0.201,3.796,-0.007,0.868,0
12/23/2010,22:00,0,0.201,3.411,-0.009,0.027,0
12/23/2010,23:00,0,0.201,3.082,-0.013,-0.835,0
12/24/2010,0:00,0,0.201,2.796,-0.017,-1.137,0
12/24/2010,1:00,0,0.2,2.556,-0.02,-2.367,0
12/24/2010,2:00,0,0.199,2.348,-0.017,-2.487,0
12/24/2010,3:00,0,0.198,2.168,-0.018,-2.236,0
12/24/2010,4:00,0,0.197,2.009,-0.019,-2.72,0
12/24/2010,5:00,0,0.195,1.862,-0.017,-2.38,0
12/24/2010,6:00,0,0.192,1.74,-0.017,-0.603,0
12/24/2010,7:00,0,0.191,1.651,-0.018,0.308,0
12/24/2010,8:00,0,0.191,1.581,-0.018,0.473,0.003
12/24/2010,9:00,0,0.191,1.526,0.016,1.19,0.035
12/24/2010,10:00,0,0.19,1.483,0.04,1.611,0.087
12/24/2010,11:00,0,0.191,1.443,0.059,1.822,0.135
12/24/2010,12:00,0,0.192,1.453,0.08,2.39,0.178
12/24/2010,13:00,0,0.193,1.662,0.095,2.803,0.205
12/24/2010,14:00,0,0.19,2.217,0.179,4.021,0.436
12/24/2010,15:00,0,0.189,3.23,0.149,4.609,0.355
12/24/2010,16:00,0,0.191,3.986,0.086,4.234,0.209
12/24/2010,17:00,0,0.194,4.223,0.022,2.841,0.041
12/24/2010,18:00,0,0.196,4.155,-0.007,1.983,0.002
12/24/2010,19:00,0,0.196,3.971,-0.009,1.497,0
12/24/2010,20:00,0,0.197,3.764,-0.01,0.641,0
12/24/2010,21:00,0,0.2,3.433,-0.013,-1.856,0
12/24/2010,22:00,0,0.2,2.978,-0.013,-2.42,0
12/24/2010,23:00,0,0.199,2.615,-0.012,-2.313,0
12/25/2010,0:00,0,0.197,2.338,-0.014,-1.497,0
12/25/2010,1:00,0,0.196,2.132,-0.012,-1.4,0
12/25/2010,2:00,0,0.196,1.956,-0.013,-1.678,0
12/25/2010,3:00,0,0.196,1.796,-0.013,-1.873,0
12/25/2010,4:00,0,0.193,1.656,-0.014,-0.953,0
12/25/2010,5:00,0,0.192,1.553,-0.014,-0.439,0
12/25/2010,6:00,0,0.192,1.479,-0.013,-0.434,0
12/25/2010,7:00,0,0.192,1.42,-0.012,-0.687,0
12/25/2010,8:00,0,0.191,1.372,-0.011,-0.738,0.002
12/25/2010,9:00,0,0.191,1.336,0.011,-0.525,0.027
12/25/2010,10:00,0.254,0.19,1.295,0.031,-0.045,0.088
12/25/2010,11:00,0,0.19,1.289,0.061,0.76,0.191
12/25/2010,12:00,0,0.191,1.384,0.068,1.132,0.191
12/25/2010,13:00,0,0.189,1.744,0.141,2.712,0.398
12/25/2010,14:00,0,0.185,2.526,0.202,4.183,0.547
12/25/2010,15:00,0,0.186,3.495,0.175,4.822,0.452
12/25/2010,16:00,0,0.189,4.147,0.073,3.742,0.168
12/25/2010,17:00,0,0.194,4.194,0.019,1.709,0.027
12/25/2010,18:00,0,0.194,3.808,-0.014,0.687,0.002
12/25/2010,19:00,0,0.194,3.432,-0.015,0.405,0
12/25/2010,20:00,0,0.195,3.134,-0.016,-0.461,0
12/25/2010,21:00,0,0.195,2.781,-0.015,-0.706,0
12/25/2010,22:00,0,0.194,2.484,-0.014,0.201,0
12/25/2010,23:00,0,0.194,2.308,-0.016,0.085,0
12/26/2010,0:00,0,0.194,2.199,-0.018,-0.026,0
12/26/2010,1:00,0,0.194,2.114,-0.02,-0.302,0
12/26/2010,2:00,0,0.194,2.063,-0.019,-0.445,0
12/26/2010,3:00,0,0.193,2.014,-0.017,-0.401,0
12/26/2010,4:00,0,0.194,1.966,-0.016,-0.689,0
12/26/2010,5:00,0,0.194,1.91,-0.015,-1.069,0
12/26/2010,6:00,0,0.194,1.846,-0.015,-1.484,0
12/26/2010,7:00,0,0.195,1.735,-0.014,-2.598,0
12/26/2010,8:00,0,0.194,1.62,-0.012,-2.03,0.013
12/26/2010,9:00,0,0.192,1.528,0.023,-0.517,0.148
12/26/2010,10:00,0,0.188,1.5,0.11,2.242,0.304
12/26/2010,11:00,0,0.187,1.751,0.145,5.321,0.258
12/26/2010,12:00,0,0.185,2.358,0.214,5.901,0.429
12/26/2010,13:00,0,0.183,3.307,0.262,6.747,0.549
12/26/2010,14:00,0,0.184,4.49,0.188,6.417,0.355
12/26/2010,15:00,0,0.186,5.347,0.134,5.718,0.235
12/26/2010,16:00,0,0.188,5.67,0.064,4.08,0.068
12/26/2010,17:00,0,0.189,5.521,0.042,3.822,0.045
12/26/2010,18:00,0,0.191,5.17,0.001,2.563,0.003
12/26/2010,19:00,0,0.192,4.686,-0.002,1.109,0
12/26/2010,20:00,0,0.193,4.117,-0.003,0.063,0
12/26/2010,21:00,0,0.193,3.535,-0.002,-0.515,0
12/26/2010,22:00,0,0.193,3.065,-0.002,-0.606,0
12/26/2010,23:00,0,0.193,2.723,-0.003,-1.583,0
12/27/2010,0:00,0,0.193,2.447,-0.002,-1.473,0
12/27/2010,1:00,0,0.192,2.204,-0.004,-2.278,0
12/27/2010,2:00,0,0.192,1.992,-0.006,-2.808,0
12/27/2010,3:00,0,0.191,1.814,-0.006,-2.395,0
12/27/2010,4:00,0,0.19,1.661,-0.006,-1.771,0
12/27/2010,5:00,0,0.189,1.536,-0.006,-1.886,0
12/27/2010,6:00,0,0.189,1.432,-0.007,-2.063,0
12/27/2010,7:00,0,0.188,1.342,-0.005,-1.867,0
12/27/2010,8:00,0,0.188,1.265,-0.006,-2.405,0.005
12/27/2010,9:00,0,0.186,1.197,0.012,-0.969,0.087
12/27/2010,10:00,0,0.184,1.145,0.064,0.244,0.186
12/27/2010,11:00,0,0.185,1.133,0.06,0.193,0.135
12/27/2010,12:00,0,0.185,1.104,0.075,0.893,0.163
12/27/2010,13:00,0,0.182,1.19,0.183,2.628,0.439
12/27/2010,14:00,0,0.183,1.802,0.118,2.97,0.245
